,H_beta_EL_value,H_beta_EL_ANR,O_3_5007_EL_value,O_3_5007_EL_ANR,Component_Sol,Component_Sol_00,Component_Sol_01,Component_Sol_10,Component_Sol_11,H_beta_SI,Mg_b_SI,Fe_5015_SI,R,SNR,Signal,Noise,K_index
1119,12.44370341710984,1.0432534529804731,0.0,-0.0,"[array([ 0., 40.]), array([46.29384012, 20.        ])]",0.0,40.0,46.29384012122281,20.0,6.208736507315646,4.322167240835952,6.531894169948411,0.005233389817992305,1.257213278564133,1.052333370393226,0.8370364745074115,[1119]
1120,40.220113664190464,1.3286500645535615,0.0,-0.0,"[array([52.00027551, 20.        ]), array([138.91692909,  75.86916798])]",52.000275509763924,20.0,138.91692909324962,75.8691679835265,-26.864646072705412,-34.59801367213086,-68.34462286574407,0.005393750513600247,0.9890545485952987,0.9632589918871022,0.973918974696762,[1120]
1121,24.72683915423701,2.1322083339362807,2.3185085236310568,0.1478086687199717,"[array([45.80741679, 20.        ]), array([200.25908456,  20.        ])]",45.807416785599635,20.0,200.25908456264193,20.0,10418.63561483764,27682.974047314856,35090.89441697709,0.005554201688088868,1.197305520160843,0.9877966394239818,0.8250163578058871,[1121]
1122,15.517293084475599,1.6301631824892895,2.3501843170239556,0.1826505588016406,"[array([-22.167746,  20.      ]), array([ 0.96277921, 20.        ])]",-22.167746004131743,20.0,0.9627792136175926,20.0,-0.03798851374164168,0.7171254025940663,-0.25612490567273855,0.0057147357203517195,2.113710224761929,1.0069240430919182,0.47637752388945837,[1122]
1123,7.39592077425836,0.29709011668111174,0.0,-0.0,"[array([-60.8085992,  20.       ]), array([139.1914008, 100.       ])]",-60.808599202906,20.0,139.191400797094,100.0,-17.67372269816252,-17.02072756679442,-41.094600243930486,0.005875345818566871,2.9324492472039525,1.0258788321348729,0.3498368584257795,[1123]
1124,18.970839960924387,2.383376465186129,0.0,0.0,"[array([30.69505728, 20.        ]), array([-27.07977634,  20.        ])]",30.69505728155885,20.0,-27.079776338620547,20.0,9161.852740786346,11541.957194757922,23563.465293188605,0.0060360259107442886,2.9091249411846687,1.0004771861311972,0.34391000949026884,[1124]
1125,19.66241472693243,2.4431224539089063,0.0,0.0,"[array([30.91579865, 20.        ]), array([135.46627086,  20.        ])]",30.91579865288363,20.0,135.46627086131465,20.0,0.24857966475535948,0.24217611683881418,-0.39711487038727217,0.006196770552074881,2.955113605392429,1.0212553731421774,0.34558920891522144,[1125]
1126,32.93324431188751,1.9868091653850892,0.0,0.0,"[array([48.71144851, 20.        ]), array([-36.59919188,  56.34594308])]",48.711448507399446,20.0,-36.599191882525425,56.34594307555509,-13.605066268595792,-16.54286225803027,-37.91820639851635,0.006357574846412936,3.1292488506200438,1.0055267717459258,0.32133167406826274,[1126]
1127,15.114511327185381,1.224785457260459,0.0,0.0,"[array([-2.10658943, 20.        ]), array([-50.37563804,  39.23832392])]",-2.1065894275195234,20.0,-50.375638040671475,39.23832391658872,8487.887005938403,10811.310610449378,22997.83479802591,0.006518434379019652,3.11711995643402,1.028483027767292,0.32994656674806794,[1127]
1128,15.114511327185381,1.224785457260459,0.0,0.0,"[array([-2.10658943, 20.        ]), array([-50.37563804,  39.23832392])]",-2.1065894275195234,20.0,-50.375638040671475,39.23832391658872,0.34070545198356345,0.20206739573806073,0.13018631538852898,0.0066793451589106136,3.11711995643402,1.028483027767292,0.32994656674806794,[1128]
1129,15.114511327185381,1.224785457260459,0.0,0.0,"[array([-2.10658943, 20.        ]), array([-50.37563804,  39.23832392])]",-2.1065894275195234,20.0,-50.375638040671475,39.23832391658872,-15.834616021553238,-16.14714943683714,-39.19494000158356,0.006840303569501432,3.11711995643402,1.028483027767292,0.32994656674806794,[1129]
1130,15.114511327185381,1.224785457260459,0.0,0.0,"[array([-2.10658943, 20.        ]), array([-50.37563804,  39.23832392])]",-2.1065894275195234,20.0,-50.375638040671475,39.23832391658872,8487.887005938403,10811.310610449378,22997.83479802591,0.00700130632576492,3.11711995643402,1.028483027767292,0.32994656674806794,[1130]
1131,264.1917561673095,4.654294996258078,146.58565448219898,1.8915547566873703,"[array([ 0., 40.]), array([-59.19944231,  82.18499114])]",0.0,40.0,-59.19944230957091,82.1849911441442,0.012844938203878883,-0.23585200243526802,-0.991465863703524,0.007116279632485623,14.231611607799946,1.0186328108841642,0.07157536609036465,[1131]
1132,205.10917028717648,2.5760066106755324,79.84645308490467,0.7366241421546095,"[array([ 0., 40.]), array([-36.12020663,  68.51090769])]",0.0,40.0,-36.120206628363,68.51090769028824,2.587704645150036,2.4945625915071235,5.885308869526862,0.006957937802528925,3.1630263956191906,0.8981072982441631,0.2839392360076561,[1132]
1133,153.43888049615194,3.216198416849963,0.0,0.0,"[array([156.52530615,  20.        ]), array([-41.06038923, 100.        ])]",156.52530614511096,20.0,-41.060389228746764,100.0,-3204.452689587978,432310.46980261465,16025.915987856399,0.006799764502716847,0.6096535127073078,1.0870664686834541,1.7830889940354537,[1133]
1134,24.827545378224972,1.194448078144091,21.153795834815124,0.7455944192712773,"[array([ 0., 40.]), array([121.48701967,  48.25075443])]",0.0,40.0,121.48701966796877,48.25075443104688,-0.4215801604225582,1.1531180343633776,0.12802459282720377,0.006641771773716461,0.8596763954139615,0.9382820715324098,1.0914363550491546,[1134]
1135,21.685932967459266,1.7933418756097081,11.747404236501254,0.7293266623873771,"[array([ 0., 40.]), array([62.73750988, 20.        ])]",0.0,40.0,62.737509877529945,20.0,-26.378480037335656,-34.32418483946964,-77.60074618378125,0.006483972815231367,0.874209834429051,0.9814589098520679,1.1226811586866459,[1135]
1136,26.723161412613536,2.6446700211049046,0.0,-0.0,"[array([38.2618182, 20.       ]), array([54.67798802, 20.        ])]",38.261818198324264,20.0,54.67798801729596,20.0,7539.821973581455,16271.308534074786,25235.560615379138,0.006326382126905704,1.8142970074122353,0.9735598531138525,0.5366044529293793,[1136]
1137,34.6344740084167,4.28502021977091,6.2017975916486305,0.5741222334033632,"[array([73.28133759, 20.        ]), array([63.54776987, 20.        ])]",73.28133759252331,20.0,63.547769869660314,20.0,3.4560717831797385,0.7564512882028744,1.7150650706542772,0.006169015669922178,3.411190814753955,0.986566598907317,0.28921472074803206,[1137]
