i,j,k_index,velocity,sigma,SNR,R,Hbeta_flux,Hbeta_SNR,[OIII]5007_flux,[OIII]5007_SNR,Hbeta_index,Fe5015_index,Mgb_index
4,61,409,9.224306113662186,-38.836980768679666,3.769042816651637,0.00620187615564334,304.87721277703656,38.2885179684699,75.28666430628422,6.973120814563749,5.476487610860433,1.6708620390272708,-0.14447910709963008
4,62,410,-2.4048179090114354,-37.57780839239667,3.751269503586905,0.006277508977315737,175.54821854494838,22.464268390176077,45.64836426507847,4.322348066934897,3.7604205653469314,5.103432732157285,3.375508563695676
4,63,411,13.0199443465521,-32.840914464250254,3.622399979250739,0.00635636737794599,83.0342789419579,10.4064693406701,10.653714249874767,0.999833387034732,2.297979842848058,3.8591022304708376,2.859579730053942
4,64,412,60.90962184570504,-32.50533513908807,3.519045888315916,0.006438332835411372,60.31662356795275,7.591399379918806,10.997110984924422,1.037286171696032,5.031949784186997,-1.9886180629695238,0.9415542913578994
4,65,413,36.99806503105032,-33.640710232620535,3.497525975994983,0.006523288229740416,48.985364967196126,6.268861280358869,5.534848870867673,0.5293671020930604,7.221909947399814,2.3697662092739162,2.100681368831493
4,66,414,3.4512377219261685,-24.06982148651765,3.2974127930551154,0.006611118296460705,74.4805903853198,9.327644219869942,0.2376172440523186,0.022170757145447452,5.282092858295747,0.4002254795923168,3.061346423961326
4,67,415,-31.874435771759604,-28.483854091079216,3.100616080036957,0.006701710013447072,84.27605429391055,10.308835782960836,3.298997385593266,0.29724132833265826,5.425761191214677,2.511398064516551,1.642136097713446
4,68,416,2.8729753815378754,-19.807257459822626,2.9528223437194723,0.006794952924889304,62.97280982246342,7.812194383920909,8.433085145231113,0.7794168302839409,3.735646778589827,1.7324904711295717,1.0406694877398937
4,69,417,34.440694861525984,-16.688527527053992,2.7613100566419986,0.00689073940672412,51.43639313558167,6.548635768760315,2.2217172136977537,0.20888316531415507,4.696174579939996,3.503293796503735,1.3601206567283235
4,70,418,16.06055201301232,-20.57984050551301,2.607498361272691,0.0069889648778856004,61.74123235672545,7.464676825208768,0.0,0.0,2.372984001380612,3.3936708714064814,2.1678616083184012
4,71,419,-9.276938824295721,-32.47705687726155,2.600083906580173,0.00708952796241437,42.41516464779374,5.264193707838758,0.0,-0.0,5.358710054631921,5.413266196419773,0.4309429908880921
4,72,420,-16.826495256848663,-39.911038403416185,2.42750443901096,0.007192330607540617,17.064241748126275,2.099008482369212,0.7611950604396204,0.0689472081149205,5.62262368992544,3.404148483617965,1.7439085965360672
4,73,421,-63.54349838065626,63.88988335501353,2.248964631601795,0.0072972781624056435,11.994339603945104,1.452002438774397,0.0,-0.0,1.9301559718749266,1.8388315982332522,-0.27145374211618906
4,74,422,24.012046024690726,-78.8633686030381,1.3176531093912918,0.007404279422295587,14.243205530306058,1.3617230753487743,0.0,0.0,3.1834932970685275,7.5056534396876255,1.5088023363453669
4,75,423,86.18271223473592,200.78355046172973,0.6447608234716331,0.007513246643106572,35.6646501271684,1.8799279993114313,0.0,-0.0,10.071556575028652,4.302379832817674,2.7701991546595535
4,76,424,0.0,-40.640716134636264,0.5847572037455768,0.007624095529939789,25.07499696169262,1.9452167283333213,0.0,-0.0,-1.4696232771396665,16.529019855539115,8.949509503827453
4,77,425,319.48940491053526,143.93919708056248,0.7656151454475837,0.007736745204039402,19.624903788147407,1.716870945813874,0.0,-0.0,12.680797330636448,5.573338383070754,1.7092493529498534
4,78,426,-45.38140040794175,-162.2144738283486,1.0317399194087924,0.007851118151404912,8.075101144116239,0.49611001726220894,12.992963326472136,0.5880402302240471,-0.2143467425009895,-10.46976727077054,-0.18296758923824985
4,79,427,-71.77962994286527,-62.472410812043584,1.2951899882448261,0.007967140156620032,0.0,-0.0,14.014438914531699,1.2064948688473474,3.2247007576676,-2.34427587546735,3.6508827850567585
4,80,428,-269.0101216396945,-281.1552499795696,1.4297353275575557,0.008084740224411989,21.61106577658383,2.478334703557124,0.0,-0.0,6.8739273343142315,6.161860313897934,6.0206867801134925
4,81,429,0.0,167.69680124157293,1.4796918034824775,0.00820385049167216,7.430561843998138,0.9732630027572073,1.969078197054354,0.19063583856730862,1.999558743338128,-1.5015729400420987,-0.49723700965256024
