,H_beta_EL_value,H_beta_EL_ANR,O_3_5007_EL_value,O_3_5007_EL_ANR,Component_Sol,Component_Sol_00,Component_Sol_01,Component_Sol_10,Component_Sol_11,H_beta_SI,Mg_b_SI,Fe_5015_SI,R,SNR,Signal,Noise,K_index
1566,8.089615221884971,0.739899772481802,23.234803777597687,1.576028998639358,"[array([83.82164908, 20.        ]), array([-43.31433135,  20.        ])]",83.82164908022452,20.0,-43.3143313513927,20.0,0.9488862242498349,21.06248669164707,-2.586581001498559,0.008659596925928461,0.2479076314793227,0.9804321071608229,3.95482826127762,[1566]
1567,34.53659627597962,0.8804926971843725,3.716330269336368,0.06924840167716834,"[array([ 0., 40.]), array([-133.28319562,   94.06192226])]",0.0,40.0,-133.28319562045576,94.06192226415598,-1.7150179418588383,3.635690414453501,-14.27225420171104,0.008529952026575813,0.17216064371898113,1.4444926663192073,8.390376773201787,[1567]
1568,11.663106911046617,0.8112618541063694,18.538656935517082,0.9648255625794528,"[array([ 0., 40.]), array([37.93323517, 20.        ])]",0.0,40.0,37.93323516562899,20.0,1.4111767521497849,3.229496239706644,-3.4055365027188422,0.008401427283755725,0.45365274822703955,0.951970331908156,2.098456001046253,[1568]
1569,33.268324488815374,2.37059705672295,0.0,0.0,"[array([72.39650875, 20.        ]), array([48.7665499, 20.       ])]",72.396508746349,20.0,48.76654990039003,20.0,15.411495456590178,10.883806739009078,-1.001779215110629,0.008274074897290184,0.5794116529334797,0.8606212856983019,1.4853365156553158,[1569]
1570,7.333713571963735,0.5566327103767749,14.895355294387938,0.8424092561037628,"[array([115.44246537,  20.        ]), array([144.08152254,  20.        ])]",115.44246537342812,20.0,144.08152253883503,20.0,10.203834618108452,-0.4701172575210564,-2.3596796155550837,0.008147949839100267,0.5824132872973784,0.9865911201507381,1.693970830797663,[1570]
1571,20.143009640297922,0.5646150170750739,0.0,0.0,"[array([71.52974994, 20.        ]), array([-33.2327477, 100.       ])]",71.5297499443137,20.0,-33.23274769625315,100.0,6.069703308248956,-0.3301033764133857,0.17982458493724707,0.008023109990987468,1.0183839166867839,1.003295310517679,0.9851837740935714,[1571]
1572,33.44205753155884,1.0807319958060555,14.473055213217346,0.3421949083485362,"[array([ 6.30038703, 93.47311927]), array([-181.1200793,  100.       ])]",6.300387030257263,93.47311926578539,-181.1200792961174,100.0,5.053642062067485,-1.1944180243072997,0.07853544398374401,0.007899616284832267,1.352353727435909,0.998940179511243,0.7386678198501028,[1572]
1573,3.1060846014998815,0.2078061605381314,31.17942371110574,1.5329264918417707,"[array([ 99.89624993, 103.20411929]), array([120.8666206 ,  47.24620684])]",99.89624992773305,103.20411928984959,120.8666206000857,47.24620683534099,2.2775458964235478,5.174622749799079,0.6703649074048186,0.007777532844064691,1.727684448697647,1.0216736108649362,0.5913542902091226,[1573]
1574,0.0,-0.0,33.77747511860269,1.902548117318521,"[array([288.40880048, 300.        ]), array([144.21843783,  40.42089689])]",288.4088004779791,300.0,144.218437828873,40.42089689482346,2.016456686471352,9.982231401961098,2.294647050709871,0.0076569271255652474,2.146219733772369,0.9957813609326203,0.46396990264475607,[1574]
1575,38.9457891653406,1.3466625280292142,2.7587356415848463,0.06976825313300161,"[array([121.43255867, 116.43825584]), array([262.49016175, 100.        ])]",121.43255866864038,116.4382558360052,262.49016175424396,100.0,3.6471515240487453,5.338138950383478,3.2462561939909564,0.007537870060197898,1.9884157094260337,0.9884201918545942,0.4970893094281108,[1575]
1576,36.55665637884346,1.242939130624508,0.0,0.0,"[array([28.68736204, 20.        ]), array([ 15.26847497, 100.        ])]",28.687362042277705,20.0,15.26847496899647,100.0,7.671008830093527,2.2686878532605097,0.5333815829397177,0.00742043619039458,1.96318634809182,1.021051993364355,0.5200993753633211,[1576]
1577,39.73413347061351,1.3562407505884548,0.0,-0.0,"[array([-4.40149971, 22.73963237]), array([136.88402556, 100.        ])]",-4.401499710252502,22.73963237316181,136.88402556213234,100.0,8.036804096531236,5.459292444059589,-0.04629827524725505,0.007304703802333182,2.342378244746441,1.032733351685831,0.44089094235829657,[1577]
1578,30.35737550048012,2.567970635001911,0.0,-0.0,"[array([150.55733445,  53.18470117]), array([185.43481919,  31.91831641])]",150.55733445490694,53.18470116527034,185.43481918582867,31.918316407596187,6.309514403857875,1.141835156489384,-0.3122399674482593,0.007190755050511089,1.9470683083544027,1.0059732190501425,0.5166604657544642,[1578]
1579,37.965319118510976,2.31057936109066,0.5385211523962635,0.02404556973866846,"[array([109.04376811,  20.        ]), array([108.88822744,  52.59578616])]",109.04376810976208,20.0,108.88822744349548,52.5957861571562,6.27903975742421,1.3991720849738658,1.0303301457685077,0.007078676071565305,2.2533721554391235,0.9929504173210885,0.4406508773636587,[1579]
1580,16.73225884341919,1.7764077141216557,0.0,-0.0,"[array([-12.72185604, 124.1195305 ]), array([97.65312857, 20.        ])]",-12.721856038367942,124.11953049722915,97.65312856823095,20.0,4.353162294657819,2.7630732972943153,-0.25046959845925815,0.006968557083688595,2.126545239349616,1.0008573696918164,0.47064946052966145,[1580]
1581,40.23723386140787,1.3697126478897137,3.3223693570576414,0.08266464880872912,"[array([-31.91020757, 104.93136013]), array([ 41.54236887, 100.        ])]",-31.910207569949037,104.9313601283526,41.54236887126787,100.0,6.793504549351339,1.627257840057739,0.4711420762974646,0.006860492468013889,2.497185250359172,0.9968100049891878,0.39917343130463223,[1581]
1582,23.063804036215387,2.481796786358201,0.5818063591587773,0.046345510783154915,"[array([90.28047427, 20.        ]), array([96.92202071, 20.        ])]",90.28047426580491,20.0,96.92202071414846,20.0,1.2809719635222083,3.3798979301527545,0.9595154986665313,0.006754580827243621,2.2914031042799676,1.012482445180969,0.44186133958264123,[1582]
1583,24.147794168429968,2.595407693154967,0.0,-0.0,"[array([-14.71460096,  52.45682972]), array([94.07657654, 20.        ])]",-14.714600955893816,52.456829723192406,94.07657653512389,20.0,3.8617491091726257,6.691462425600891,0.1386831790677323,0.0066509250163156244,2.282823181539524,0.9815401969833295,0.42996768427828214,[1583]
1584,79.32678400605735,3.0410404746113184,3.1030153756627423,0.08705873294556057,"[array([58.28055385, 20.        ]), array([67.45791592, 87.61472204])]",58.28055385267822,20.0,67.45791591937547,87.61472204475551,7.106819375320368,4.684199575131124,-0.11263750499790232,0.006549632139754228,2.4561631779186808,0.9771991398689027,0.39785595218350595,[1584]
