i,j,k_index,velocity,sigma,SNR,R,Hbeta_flux,Hbeta_SNR,[OIII]5007_flux,[OIII]5007_SNR,Hbeta_index,Fe5015_index,Mgb_index
11,43,1000,34.28046820384073,11.939981664157608,13.04400026072562,0.00037658551485954494,293.75829195358466,30.33084683955301,139.75639096987928,10.732452339338602,7.682854461065467,6.328330339758336,2.258540610007019
